2019-11-07 12:01:13,354 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-11-07 12:01:13,452 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-11-07 12:01:13,454 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-11-07 12:01:13,455 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-11-07 12:01:15,499 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-11-07 12:01:15,499 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-11-07 12:01:15,686 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-11-07 14:01:47,083 INFO  SwAddin.cs: 271 - Assembly export called for file Treadmill_for_pb
2019-11-07 14:01:51,822 INFO  SwAddin.cs: 290 - Saving assembly
2019-11-07 14:01:51,912 INFO  SwAddin.cs: 293 - Opening property manager
2019-11-07 14:01:52,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Treadmill_for_pb
2019-11-07 14:01:52,033 INFO  ExportHelperExtension.cs: 1142 - Found 32 in Treadmill_for_pb
2019-11-07 14:01:52,034 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Treadmill_for_pb
2019-11-07 14:01:52,034 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-07 14:01:52,036 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2019-11-07 14:01:52,037 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Hingepin-1
2019-11-07 14:01:52,038 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Hingepin-1
2019-11-07 14:01:52,038 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Hingepin-1
2019-11-07 14:01:52,038 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Base-1
2019-11-07 14:01:52,038 INFO  ExportHelperExtension.cs: 1142 - Found 32 in Base-1
2019-11-07 14:01:52,039 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Base-1
2019-11-07 14:01:52,039 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from platform_withT-1
2019-11-07 14:01:52,039 INFO  ExportHelperExtension.cs: 1142 - Found 26 in platform_withT-1
2019-11-07 14:01:52,040 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in platform_withT-1
2019-11-07 14:01:52,040 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Intermediate_link-1
2019-11-07 14:01:52,040 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Intermediate_link-1
2019-11-07 14:01:52,041 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Intermediate_link-1
2019-11-07 14:01:52,041 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Treadmill_for_pb
2019-11-07 14:01:52,041 INFO  ExportHelperExtension.cs: 1142 - Found 32 in Treadmill_for_pb
2019-11-07 14:01:52,042 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Treadmill_for_pb
2019-11-07 14:01:52,042 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
